Id,Active,date,price
4db7,false,2013-04-18,14.3050
42d1,false,2013-04-19,14.2825
daa3,false,2013-04-22,14.1725
2d33,false,2013-04-23,14.1975
2d1b,false,2013-04-24,14.0400
f7e2,false,2013-04-25,14.1325
f00c,false,2013-04-26,14.1085
08ab,false,2013-04-29,14.3395
7e73,false,2013-04-30,14.1275
9211,false,2013-05-01,13.7300
c3f4,false,2013-05-02,13.7225
26e2,false,2013-05-03,13.8725
faac,false,2013-05-06,13.6925
1e22,false,2013-05-07,13.8225
4b7a,false,2013-05-08,13.9075
1183,false,2013-05-09,14.0875
b93a,false,2013-05-10,13.9900
a25b,false,2013-05-13,14.1925
2edc,false,2013-05-14,14.1475
10ab,false,2013-05-15,14.1275
6fe1,false,2013-05-16,14.2750
4425,false,2013-05-17,14.4850
9f9d,false,2013-05-20,14.6450
0848,false,2013-05-21,14.7825
badf,false,2013-05-22,14.9425
c9b7,false,2013-05-23,14.9950
a86e,false,2013-05-24,14.7625
0777,false,2013-05-28,15.0925
42de,false,2013-05-29,15.0175
c0ba,false,2013-05-30,14.9575
adb5,false,2013-05-31,15.1000
10cb,false,2013-06-03,15.3250
5f59,false,2013-06-04,15.2875
af43,false,2013-06-05,15.3200
2257,false,2013-06-06,15.2725
fc16,false,2013-06-07,15.2825
b456,false,2013-06-10,15.1175
fa1c,false,2013-06-11,15.4050
22ea,false,2013-06-12,15.4075
109f,false,2013-06-13,15.1025
db24,false,2013-06-14,15.1650
1ccb,false,2013-06-17,15.1250
0117,false,2013-06-18,15.1075
73e1,false,2013-06-19,15.2300
cea4,false,2013-06-20,14.9750
8bbe,false,2013-06-21,14.9325
fae5,false,2013-06-24,15.1200
451c,false,2013-06-25,15.0605
e164,false,2013-06-26,14.9065
5a78,false,2013-06-27,14.7890
63e4,false,2013-06-28,14.5770
0846,false,2013-07-01,14.3625
4e84,false,2013-07-02,14.3350
5cf1,false,2013-07-03,14.4125
241f,false,2013-07-05,14.3200
c0ae,false,2013-07-08,14.5550
beec,false,2013-07-09,14.6825
b0c1,false,2013-07-10,14.6475
1c13,false,2013-07-11,14.7200
ef1b,false,2013-07-12,14.2900
2354,false,2013-07-15,14.5375
d32d,false,2013-07-16,14.7525
8f12,false,2013-07-17,14.7750
21af,false,2013-07-18,14.6925
5c95,false,2013-07-19,14.9075
8632,false,2013-07-22,15.2025
353d,false,2013-07-23,14.6250
8566,false,2013-07-24,13.9250
a621,false,2013-07-25,13.5525
ad40,false,2013-07-26,13.3485
708c,false,2013-07-29,13.2930
7f9a,false,2013-07-30,12.8940
a261,false,2013-07-31,12.7460
baa5,false,2013-08-01,12.3425
ea90,false,2013-08-02,12.1275
d28a,false,2013-08-05,12.0750
9a38,false,2013-08-06,11.9350
7f17,false,2013-08-07,11.9900
1d0e,false,2013-08-08,12.2775
30ce,false,2013-08-09,12.1850
a1f2,false,2013-08-12,12.5650
ceee,false,2013-08-13,12.5775
cf1a,false,2013-08-14,12.6950
3f4d,false,2013-08-15,12.8825
784e,false,2013-08-16,12.8325
cbc1,false,2013-08-19,13.2200
7150,false,2013-08-20,13.0925
b5ef,false,2013-08-21,13.3300
e09c,false,2013-08-22,13.2200
2e2e,false,2013-08-23,13.6525
ac71,false,2013-08-26,14.2775
d1b0,false,2013-08-27,14.0530
7269,false,2013-08-28,14.0890
6e5a,false,2013-08-29,13.9310
66d8,false,2013-08-30,13.7080
1035,false,2013-09-03,13.8675
bf91,false,2013-09-04,13.5250
a67f,false,2013-09-05,13.6750
1f97,false,2013-09-06,13.6775
2b96,false,2013-09-09,13.5650
d8cf,false,2013-09-10,13.5500
853a,false,2013-09-11,13.5825
e07f,false,2013-09-12,13.9600
5f60,false,2013-09-13,13.8150
8d0f,false,2013-09-16,13.4825
8004,false,2013-09-17,13.4250
693d,false,2013-09-18,13.4775
7e40,false,2013-09-19,13.3950
4c18,false,2013-09-20,13.1525
4bde,false,2013-09-23,13.0775
7de6,false,2013-09-24,13.1250
c27e,false,2013-09-25,13.2175
fa18,false,2013-09-26,13.1675
b13c,false,2013-09-27,13.1975
d012,false,2013-09-30,12.8275
879d,false,2013-10-01,12.6800
ccac,false,2013-10-02,12.7375
239d,false,2013-10-03,12.8825
9438,false,2013-10-04,12.9500
2376,false,2013-10-07,12.9650
875c,false,2013-10-08,12.8875
ab39,false,2013-10-09,12.8775
7bc7,false,2013-10-10,12.8800
7a09,false,2013-10-11,12.6675
cc82,false,2013-10-14,12.7300
3743,false,2013-10-15,12.6700
6575,false,2013-10-16,12.7650
8526,false,2013-10-17,12.9325
98a4,false,2013-10-18,12.9125
e438,false,2013-10-21,13.0325
25c0,false,2013-10-22,13.0225
8dd8,false,2013-10-23,13.1000
d9e2,false,2013-10-24,13.0975
6190,false,2013-10-25,13.0000
01f3,false,2013-10-28,12.7060
8621,false,2013-10-29,12.7570
ef83,false,2013-10-30,12.8090
7c74,false,2013-10-31,12.6905
496a,false,2013-11-01,12.5150
2241,false,2013-11-04,12.5650
d11a,false,2013-11-05,12.5025
c754,false,2013-11-06,12.5500
7eb5,false,2013-11-07,12.6650
00ae,false,2013-11-08,12.9600
7b1c,false,2013-11-11,13.0100
6c8d,false,2013-11-12,13.1450
3ed0,false,2013-11-13,13.1500
a264,false,2013-11-14,13.1350
cb55,false,2013-11-15,12.8050
3be6,false,2013-11-18,12.8750
7f63,false,2013-11-19,12.7625
a553,false,2013-11-20,12.7375
66cf,false,2013-11-21,12.9150
6468,false,2013-11-22,13.1950
b7e9,false,2013-11-25,13.2925
1966,false,2013-11-26,13.2925
df5c,false,2013-11-27,13.2000
6aae,false,2013-11-29,13.3650
d68d,false,2013-12-02,13.2125
2d45,false,2013-12-03,13.1975
e2e8,false,2013-12-04,13.2950
a9dc,false,2013-12-05,13.2800
1af4,false,2013-12-06,13.2550
7ef7,false,2013-12-09,13.4375
6825,false,2013-12-10,13.3825
79ef,false,2013-12-11,13.4400
e6ba,false,2013-12-12,13.2375
d90b,false,2013-12-13,13.2750
9529,false,2013-12-16,13.3775
5d89,false,2013-12-17,13.4650
cd60,false,2013-12-18,13.2400
7a7f,false,2013-12-19,13.2700
ef14,false,2013-12-20,13.3900
4132,false,2013-12-23,13.2850
13e2,false,2013-12-24,13.3375
da4d,false,2013-12-26,13.1605
09ac,false,2013-12-27,13.2440
b329,false,2013-12-30,13.1655
422f,false,2013-12-31,12.9650
d26c,false,2014-01-02,12.7000
cd7c,false,2014-01-03,12.7125
2a7a,false,2014-01-06,12.7675
2339,false,2014-01-07,12.7600
e9ef,false,2014-01-08,12.6925
c72a,false,2014-01-09,12.7375
7612,false,2014-01-10,12.7850
c3c5,false,2014-01-13,12.9425
c79f,false,2014-01-14,13.0700
f1a1,false,2014-01-15,13.1800
17bc,false,2014-01-16,13.1500
d060,false,2014-01-17,13.1650
ae3a,false,2014-01-21,12.8050
73ec,false,2014-01-22,12.7950
b1b3,false,2014-01-23,12.7700
ebca,false,2014-01-24,12.8475
7934,false,2014-01-27,12.8775
f119,false,2014-01-28,12.8550
3ce2,false,2014-01-29,12.6925
bb3a,false,2014-01-30,12.7500
07b3,false,2014-01-31,12.8275
b725,false,2014-02-03,12.9275
824c,false,2014-02-04,13.1325
264f,false,2014-02-05,13.1625
01cd,false,2014-02-06,13.2575
02b4,false,2014-02-07,13.3150
11bf,false,2014-02-10,13.2550
d297,false,2014-02-11,13.3475
0c1f,false,2014-02-12,13.2300
b113,false,2014-02-13,13.4425
be84,false,2014-02-14,13.3750
4b46,false,2014-02-18,13.6100
1b91,false,2014-02-19,13.5425
e392,false,2014-02-20,13.5825
1121,false,2014-02-21,13.7075
a560,false,2014-02-24,13.8650
2d20,false,2014-02-25,13.9665
5128,false,2014-02-26,14.0315
caab,false,2014-02-27,13.9140
6653,false,2014-02-28,14.1405
c5b6,false,2014-03-03,14.0925
8f49,false,2014-03-04,14.2300
b2a7,false,2014-03-05,14.2050
3718,false,2014-03-06,14.3800
8740,false,2014-03-07,14.5775
4354,false,2014-03-10,14.1875
69ca,false,2014-03-11,14.1300
b1cc,false,2014-03-12,13.8700
1de6,false,2014-03-13,13.9625
0f49,false,2014-03-14,13.8850
d578,false,2014-03-17,13.9175
9033,false,2014-03-18,14.1825
ba7e,false,2014-03-19,14.3125
3f0c,false,2014-03-20,14.3375
1971,false,2014-03-21,14.0875
3925,false,2014-03-24,14.2550
3a0a,false,2014-03-25,14.2800
faa6,false,2014-03-26,14.4000
ab63,false,2014-03-27,14.3650
a01c,false,2014-03-28,14.3650
606f,false,2014-03-31,14.6400
1516,false,2014-04-01,14.8400
bc62,false,2014-04-02,14.6250
0283,false,2014-04-03,14.7550
0ce1,false,2014-04-04,14.7350
c679,false,2014-04-07,14.6450
bd1c,false,2014-04-08,14.8200
0683,false,2014-04-09,14.9550
ffac,false,2014-04-10,14.8250
51de,false,2014-04-11,14.6300
a96e,false,2014-04-14,14.7650
7a3b,false,2014-04-15,15.0150
c4e0,false,2014-04-16,15.1850
c9b4,false,2014-04-17,15.1400
ee74,false,2014-04-21,14.9850
3045,false,2014-04-22,14.7950
423a,false,2014-04-23,14.6800
8d98,false,2014-04-24,14.7200
9ee8,false,2014-04-25,14.9730
825f,false,2014-04-28,15.0510
b686,false,2014-04-29,15.2010
90b4,false,2014-04-30,15.1635
be3d,false,2014-05-01,14.6100
5664,false,2014-05-02,14.7075
7912,false,2014-05-05,14.6325
8237,false,2014-05-06,14.5950
01bb,false,2014-05-07,14.4625
02b2,false,2014-05-08,14.6950
d137,false,2014-05-09,14.8700
45b7,false,2014-05-12,14.6525
e03b,false,2014-05-13,14.8375
a4f2,false,2014-05-14,14.8675
bbd7,false,2014-05-15,14.7025
bfcd,false,2014-05-16,14.6500
44e2,false,2014-05-19,14.8525
269d,false,2014-05-20,14.6975
49e9,false,2014-05-21,15.0525
3641,false,2014-05-22,15.1875
e09f,false,2014-05-23,15.1550
4f97,false,2014-05-27,14.8875
7d44,false,2014-05-28,14.9775
95b6,false,2014-05-29,14.9900
e464,false,2014-05-30,14.9325
d5a4,false,2014-06-02,15.0050
df55,false,2014-06-03,14.8125
f364,false,2014-06-04,14.8250
dc82,false,2014-06-05,14.6050
b486,false,2014-06-06,14.5700
24a6,false,2014-06-09,14.5700
669b,false,2014-06-10,14.6250
34c6,false,2014-06-11,14.4550
a019,false,2014-06-12,14.1525
4db3,false,2014-06-13,14.2575
9188,false,2014-06-16,14.2175
8938,false,2014-06-17,13.9825
e3f1,false,2014-06-18,14.0900
963c,false,2014-06-19,14.2075
8693,false,2014-06-20,14.1575
e632,false,2014-06-23,14.2475
a8bb,false,2014-06-24,14.1350
9838,false,2014-06-25,14.0495
128e,false,2014-06-26,14.1490
4ab2,false,2014-06-27,13.9960
61ee,false,2014-06-30,13.4390
503f,false,2014-07-01,13.2775
92fa,false,2014-07-02,13.1475
e721,false,2014-07-03,12.9975
ebd3,false,2014-07-07,12.7325
333a,false,2014-07-08,12.4850
6585,false,2014-07-09,12.4650
2487,false,2014-07-10,12.3275
5b5d,false,2014-07-11,11.9575
6b1b,false,2014-07-14,11.9700
e03f,false,2014-07-15,11.8050
c5df,false,2014-07-16,11.8725
0188,false,2014-07-17,11.7475
f486,false,2014-07-18,11.7675
f4dd,false,2014-07-21,11.7575
f1b7,false,2014-07-22,11.8400
1f96,false,2014-07-23,12.0100
4417,false,2014-07-24,12.0750
7ae6,false,2014-07-25,12.1225
f09f,false,2014-07-28,12.1660
83dd,false,2014-07-29,11.8450
5558,false,2014-07-30,11.4955
7f96,false,2014-07-31,11.2470
1f25,false,2014-08-01,10.7350
3538,false,2014-08-04,10.9525
7a67,false,2014-08-05,10.8150
ecda,false,2014-08-06,10.9650
a608,false,2014-08-07,10.9925
df58,false,2014-08-08,11.1375
32c2,false,2014-08-11,11.0850
bdab,false,2014-08-12,10.9425
9ec8,false,2014-08-13,10.7950
0b5f,false,2014-08-14,10.9825
4df2,false,2014-08-15,11.0250
b747,false,2014-08-18,11.1550
9128,false,2014-08-19,11.2025
1f6d,false,2014-08-20,11.1975
a914,false,2014-08-21,11.3625
e5cc,false,2014-08-22,11.6600
fabd,false,2014-08-25,11.2575
02b5,false,2014-08-26,10.6600
9f1f,false,2014-08-27,10.6095
8065,false,2014-08-28,10.4675
1873,false,2014-08-29,10.3730
34d4,false,2014-09-02,10.3200
cbdc,false,2014-09-03,10.2000
a6a2,false,2014-09-04,10.0350
dd39,false,2014-09-05,10.2150
3631,false,2014-09-08,10.0850
0a75,false,2014-09-09,9.9275
0347,false,2014-09-10,9.9375
e164,false,2014-09-11,9.8150
227f,false,2014-09-12,9.8525
66bb,false,2014-09-15,9.8950
8984,false,2014-09-16,9.8075
272f,false,2014-09-17,9.8250
9963,false,2014-09-18,9.7150
81a4,false,2014-09-19,9.5700
4a0b,false,2014-09-22,9.3825
afb0,false,2014-09-23,9.3625
2e8b,false,2014-09-24,9.3675
7f66,false,2014-09-25,9.2275
4cc3,false,2014-09-26,9.1025
b33a,false,2014-09-29,9.2350
3b85,false,2014-09-30,9.1325
de53,false,2014-10-01,9.1675
22e3,false,2014-10-02,9.2450
5e4e,false,2014-10-03,9.1225
3cc2,false,2014-10-06,9.4225
534e,false,2014-10-07,9.4075
b8a9,false,2014-10-08,9.3500
696a,false,2014-10-09,9.4200
f92b,false,2014-10-10,9.2250
c721,false,2014-10-13,9.4525
aecd,false,2014-10-14,9.6475
66e6,false,2014-10-15,9.5250
ec57,false,2014-10-16,9.6600
553b,false,2014-10-17,9.5175
63d8,false,2014-10-20,9.4425
6c43,false,2014-10-21,9.6425
c0ed,false,2014-10-22,9.6275
cdbc,false,2014-10-23,9.9325
b7b9,false,2014-10-24,9.7750
245e,false,2014-10-27,10.0600
f842,false,2014-10-28,10.0940
aaf3,false,2014-10-29,10.4540
7e51,false,2014-10-30,10.2755
e303,false,2014-10-31,10.4870
d565,false,2014-11-03,10.2975
9f4d,false,2014-11-04,10.0975
76ed,false,2014-11-05,10.1925
10b5,false,2014-11-06,10.2800
a1ad,false,2014-11-07,10.3675
157c,false,2014-11-10,10.2575
7b1c,false,2014-11-11,10.6400
e34a,false,2014-11-12,10.4775
b1d7,false,2014-11-13,10.5350
4c35,false,2014-11-14,10.2250
5bef,false,2014-11-17,10.3625
a9b7,false,2014-11-18,10.2325
70e0,false,2014-11-19,10.0475
6abe,false,2014-11-20,10.2050
7357,false,2014-11-21,10.3900
b04f,false,2014-11-24,10.3350
fe4c,false,2014-11-25,10.5100
b753,false,2014-11-26,10.4700
804d,false,2014-11-28,10.1600
67d1,false,2014-12-01,10.1700
0553,false,2014-12-02,9.9550
f07b,false,2014-12-03,9.9850
c5db,false,2014-12-04,10.1000
82cb,false,2014-12-05,10.3600
ba81,false,2014-12-08,10.4350
a24d,false,2014-12-09,10.4950
b37f,false,2014-12-10,10.3200
6c1b,false,2014-12-11,10.4250
5ab7,false,2014-12-12,10.4750
793d,false,2014-12-15,10.3900
4ada,false,2014-12-16,10.2300
48ce,false,2014-12-17,10.2700
b819,false,2014-12-18,10.3500
c601,false,2014-12-19,10.3000
ae4a,false,2014-12-22,10.3850
5f73,false,2014-12-23,10.3800
5e83,false,2014-12-24,10.2850
02fa,false,2014-12-26,10.4840
9255,false,2014-12-29,10.4430
acaf,false,2014-12-30,10.4140
f3fd,false,2014-12-31,10.2230
b619,false,2015-01-02,10.0700
4d5a,false,2015-01-05,10.4550
8420,false,2015-01-06,10.5550
2a36,false,2015-01-07,10.5650
7c12,false,2015-01-08,10.4850
5b84,false,2015-01-09,10.5250
82dc,false,2015-01-12,10.1600
5e6b,false,2015-01-13,10.0400
8c30,false,2015-01-14,10.0950
4b4c,false,2015-01-15,9.9100
568a,false,2015-01-16,9.9150
1163,false,2015-01-20,9.8200
1d3f,false,2015-01-21,9.8300
6899,false,2015-01-22,9.7650
a4b8,false,2015-01-23,9.7250
342a,false,2015-01-26,9.8300
d926,false,2015-01-27,9.7350
770c,false,2015-01-28,9.7050
5145,false,2015-01-29,9.6850
809d,false,2015-01-30,9.6100
2ad0,false,2015-02-02,9.5900
a0a5,false,2015-02-03,9.8700
65d8,false,2015-02-04,9.7200
b05a,false,2015-02-05,9.8150
9409,false,2015-02-06,9.7300
7a38,false,2015-02-09,9.7800
ba67,false,2015-02-10,9.6900
e126,false,2015-02-11,9.7750
2fa1,false,2015-02-12,9.8350
e45d,false,2015-02-13,9.9000
0bcf,false,2015-02-17,10.0750
a080,false,2015-02-18,9.9550
d26c,false,2015-02-19,10.0750
aac7,false,2015-02-20,9.9950
24e0,false,2015-02-23,9.9950
284f,false,2015-02-24,10.1650
18de,false,2015-02-25,10.0870
1ce9,false,2015-02-26,10.2520
c131,false,2015-02-27,10.3130
e3d5,false,2015-03-02,10.1350
69bd,false,2015-03-03,10.1250
4201,false,2015-03-04,9.9400
9a0d,false,2015-03-05,9.8500
a445,false,2015-03-06,9.8500
4075,false,2015-03-09,9.9350
170e,false,2015-03-10,9.8400
1690,false,2015-03-11,9.9250
e581,false,2015-03-12,9.9050
0e86,false,2015-03-13,9.7400
8e64,false,2015-03-16,9.6925
a0c1,false,2015-03-17,9.5450
7627,false,2015-03-18,9.6500
b57a,false,2015-03-19,9.6175
9e52,false,2015-03-20,9.7375
7bb9,false,2015-03-23,9.8350
6dbb,false,2015-03-24,9.8175
2872,false,2015-03-25,9.7875
b317,false,2015-03-26,9.7450
5102,false,2015-03-27,9.6725
f9fc,false,2015-03-30,9.6775
7b2d,false,2015-03-31,9.7325
56a1,false,2015-04-01,9.8975
5c6f,false,2015-04-02,9.8600
3e31,false,2015-04-06,9.7850
866f,false,2015-04-07,9.7100
7324,false,2015-04-08,9.7150
e547,false,2015-04-09,9.5350
932c,false,2015-04-10,9.5150
42d1,false,2015-04-13,9.4875
de5b,false,2015-04-14,9.6025
11cf,false,2015-04-15,9.6500
1e36,false,2015-04-16,9.6600
04ef,false,2015-04-17,9.6875
681f,false,2015-04-20,9.7750
041f,false,2015-04-21,9.7525
88c1,false,2015-04-22,9.7050
633d,false,2015-04-23,9.7825
56bb,false,2015-04-24,9.6975
73c3,false,2015-04-27,9.7300
0486,false,2015-04-28,9.7740
e559,false,2015-04-29,9.8820
2678,false,2015-04-30,9.7650
75a9,false,2015-05-01,9.6475
a2d2,false,2015-05-04,9.7625
bc85,false,2015-05-05,9.8475
7fd3,false,2015-05-06,9.8250
00ce,false,2015-05-07,9.7500
8375,false,2015-05-08,9.7625
eb0e,false,2015-05-11,9.7400
2584,false,2015-05-12,9.5550
a8f8,false,2015-05-13,9.5725
a324,false,2015-05-14,9.5700
121c,false,2015-05-15,9.5325
afed,false,2015-05-18,9.5450
211a,false,2015-05-19,9.4625
0bd9,false,2015-05-20,9.4125
fe91,false,2015-05-21,9.3850
81f6,false,2015-05-22,9.2425
5241,false,2015-05-26,9.2250
0d20,false,2015-05-27,9.2700
13a0,false,2015-05-28,9.2600
4267,false,2015-05-29,9.3400
0d06,false,2015-06-01,9.2600
0684,false,2015-06-02,9.4075
c444,false,2015-06-03,9.3525
23e2,false,2015-06-04,9.4650
fe3a,false,2015-06-05,9.3775
1b3f,false,2015-06-08,9.4425
ef05,false,2015-06-09,9.5150
d987,false,2015-06-10,9.4950
b917,false,2015-06-11,9.4000
da78,false,2015-06-12,9.4000
5833,false,2015-06-15,9.3775
72cf,false,2015-06-16,9.5750
b543,false,2015-06-17,9.6900
b37e,false,2015-06-18,9.7775
09a7,false,2015-06-19,9.7150
b8db,false,2015-06-22,9.8950
da2d,false,2015-06-23,9.8750
f149,false,2015-06-24,9.8175
b944,false,2015-06-25,9.9760
bf02,false,2015-06-26,10.0030
d3f0,false,2015-06-29,9.9770
0290,false,2015-06-30,10.5085
8f83,false,2015-07-01,10.4075
96d9,false,2015-07-02,10.3825
953e,false,2015-07-06,10.2225
280d,false,2015-07-07,9.9200
e784,false,2015-07-08,9.9675
a61a,false,2015-07-09,10.2625
15a9,false,2015-07-10,10.3200
d956,false,2015-07-13,10.3750
7e29,false,2015-07-14,10.3350
9e6c,false,2015-07-15,10.2500
4e0a,false,2015-07-16,10.1900
0f8d,false,2015-07-17,10.1475
f5c7,false,2015-07-20,10.0775
fb63,false,2015-07-21,10.1875
f783,false,2015-07-22,10.2075
156a,false,2015-07-23,10.1000
a6de,false,2015-07-24,9.9125
8925,false,2015-07-27,9.6125
3436,false,2015-07-28,9.7060
c719,false,2015-07-29,9.7260
4284,false,2015-07-30,9.7480
108b,false,2015-07-31,9.5875
b4a9,false,2015-08-03,9.4500
04dc,false,2015-08-04,9.4875
08b1,false,2015-08-05,9.6275
9e2c,false,2015-08-06,9.5600
a9b2,false,2015-08-07,9.7550
dfb2,false,2015-08-10,10.0825
ebcd,false,2015-08-11,9.8100
7387,false,2015-08-12,9.1850
be46,false,2015-08-13,9.3625
306c,false,2015-08-14,9.2525
26bc,false,2015-08-17,9.2700
cc55,false,2015-08-18,9.1325
de04,false,2015-08-19,9.0350
efe2,false,2015-08-20,9.2150
360a,false,2015-08-21,9.0525
c40a,false,2015-08-24,8.9275
7489,false,2015-08-25,8.9425
5747,false,2015-08-26,8.7520
b891,false,2015-08-27,8.8335
1d4f,false,2015-08-28,8.8860
6a78,false,2015-08-31,8.8950
72c6,false,2015-09-01,8.7400
0c06,false,2015-09-02,8.7400
f646,false,2015-09-03,8.6950
a8a4,false,2015-09-04,8.6650
3986,false,2015-09-08,8.7925
6885,false,2015-09-09,8.7225
a4ac,false,2015-09-10,8.7400
8557,false,2015-09-11,8.7425
de18,false,2015-09-14,8.8425
2c39,false,2015-09-15,8.8900
eb10,false,2015-09-16,8.8725
251b,false,2015-09-17,8.8450
d509,false,2015-09-18,8.6725
e2a8,false,2015-09-21,8.7425
7b1e,false,2015-09-22,8.6175
d220,false,2015-09-23,8.6375
7209,false,2015-09-24,8.6800
4f07,false,2015-09-25,8.8925
c99f,false,2015-09-28,8.7675
1622,false,2015-09-29,8.8425
08fe,false,2015-09-30,8.9200
58c6,false,2015-10-01,8.7725
0ef3,false,2015-10-02,8.7425
1766,false,2015-10-05,8.8425
d917,false,2015-10-06,8.8800
4b3e,false,2015-10-07,8.9100
77c8,false,2015-10-08,8.8125
7605,false,2015-10-09,8.8575
7214,false,2015-10-12,8.8750
d544,false,2015-10-13,9.1400
426a,false,2015-10-14,9.1050
9ed2,false,2015-10-15,9.0525
3632,false,2015-10-16,8.9825
a53b,false,2015-10-19,8.9100
b75e,false,2015-10-20,8.9600
1d02,false,2015-10-21,9.0525
eb4d,false,2015-10-22,8.9875
c37e,false,2015-10-23,8.9550
06f6,false,2015-10-26,8.8500
db36,false,2015-10-27,8.9120
f493,false,2015-10-28,8.8200
773f,false,2015-10-29,8.7965
31dc,false,2015-10-30,8.8535
eac7,false,2015-11-02,8.7875
299f,false,2015-11-03,8.7900
827f,false,2015-11-04,8.8400
1578,false,2015-11-05,8.6400
5800,false,2015-11-06,8.6725
e499,false,2015-11-09,8.6625
3d28,false,2015-11-10,8.5550
a726,false,2015-11-11,8.6075
3d8d,false,2015-11-12,8.6300
55e8,false,2015-11-13,8.5525
2fb6,false,2015-11-16,8.5950
a904,false,2015-11-17,8.6400
dcbc,false,2015-11-18,8.5775
23ae,false,2015-11-19,8.6000
dcfa,false,2015-11-20,8.5750
1203,false,2015-11-23,8.6425
e0ec,false,2015-11-24,8.6375
0f5c,false,2015-11-25,8.7525
f7a3,false,2015-11-27,8.7300
ee40,false,2015-11-30,8.8100
27f4,false,2015-12-01,8.8925
3b39,false,2015-12-02,8.9225
4353,false,2015-12-03,8.9750
bb21,false,2015-12-04,9.0600
5da9,false,2015-12-07,8.8225
79b8,false,2015-12-08,8.7675
c5ec,false,2015-12-09,8.7675
0fcd,false,2015-12-10,8.7825
cc68,false,2015-12-11,8.7075
f4c4,false,2015-12-14,8.7425
8158,false,2015-12-15,8.6725
05ba,false,2015-12-16,8.6250
8aec,false,2015-12-17,8.7700
1964,false,2015-12-18,8.9225
dcb1,false,2015-12-21,8.9125
ee8d,false,2015-12-22,8.8525
c732,false,2015-12-23,8.8175
96e5,false,2015-12-24,8.7525
aec8,false,2015-12-28,8.6425
8455,false,2015-12-29,8.6830
b728,false,2015-12-30,8.7235
e48c,false,2015-12-31,8.6565
930f,false,2016-01-04,8.5600
1775,false,2016-01-05,8.5725
8152,false,2016-01-06,8.6475
7708,false,2016-01-07,8.6450
d79c,false,2016-01-08,8.6525
a06a,false,2016-01-11,8.6125
a0cd,false,2016-01-12,8.7450
a9cf,false,2016-01-13,8.8000
0ec4,false,2016-01-14,8.8225
289a,false,2016-01-15,8.7900
7786,false,2016-01-19,8.8350
d822,false,2016-01-20,8.7400
0779,false,2016-01-21,8.7850
d070,false,2016-01-22,8.7650
89e3,false,2016-01-25,8.8050
1a31,false,2016-01-26,8.7650
e984,false,2016-01-27,8.8300
c0a5,false,2016-01-28,8.6775
9d59,false,2016-01-29,8.8225
4926,false,2016-02-01,8.8075
d788,false,2016-02-02,8.8625
